kernel,scalar,a_mode,x_mode,M,N,k,P,pr,pc,reps,t_bcast_mean_s,t_bcast_std_s,t_local_mean_s,t_local_std_s,t_reduce_mean_s,t_reduce_std_s,t_total_mean_s,t_total_median_s,t_total_min_s,t_total_std_s,t_total_cv_pct,t_official_mean_s,t_official_median_s,t_official_min_s,t_official_std_s,t_official_cv_pct,t_kernel_mean_s,t_kernel_median_s,t_kernel_min_s,t_kernel_std_s,t_kernel_cv_pct,t_transfer_runtime_overhead_mean_s,t_transfer_runtime_overhead_std_s,t_setup_s,gflops,gflops_compute,gflops_kernel,blocks_per_sm,x_rows_per_tile,rel_err,t_setup_device_init_s,t_setup_device_alloc_s,t_setup_h2d_A_s,bw_h2d_A_gbs,t_h2d_X_mean_s,t_h2d_X_std_s,bw_h2d_X_gbs,t_d2h_Y_mean_s,t_d2h_Y_std_s,bw_d2h_Y_gbs,t_launch_overhead_mean_s,t_launch_overhead_std_s,t_prep_alloc_buffers_s,t_prep_gen_A_s,t_prep_distrib_A_s,t_prep_gen_X_s,t_prep_distrib_X_s,t_prep_total_s,t_io_csv_raw_s,x_layout,t_prep_convert_X_s,group_timing,t_local_group_mean_s,t_local_group_std_s,gflops_local_group
cublas,double,local,local,28416,9472,3,1,1,1,20,2.813000000e-07,4.835214141e-07,1.024854835e-01,6.738765935e-05,1.095323000e-04,6.638118352e-05,1.025952971e-01,1.025217310e-01,1.025039370e-01,1.287607494e-04,1.255035592e-01,1.023187205e-01,1.022855224e-01,1.022738365e-01,6.372648965e-05,6.228233633e-02,1.022089069e-01,1.022033577e-01,1.021968307e-01,1.508302229e-05,1.475705273e-02,2.765765634e-04,6.549997325e-05,6.323722180e-01,15.783408,15.800366,15.800366,-1,-1,-1.000e+00,1.378795510e-01,2.631300013e-04,4.753235350e-01,4.530074,8.414399996e-05,2.045303356e-05,2.701654,1.809679985e-04,6.411498059e-05,3.768534,1.146456489e-05,4.460877108e-06,2.798400237e-05,6.820693590e-01,0.000000000e+00,1.698510023e-04,0.000000000e+00,1.314639412e+00,1.770870003e-04,row,0.000000000e+00,0,-1.000000000e+00,0.000000000e+00,-1.000000
cublas,double,local,local,28416,9472,6,1,1,1,20,1.686000000e-07,1.745781080e-07,1.026814026e-01,9.189545977e-05,1.726457500e-04,7.034288769e-05,1.028542170e-01,1.027996720e-01,1.027761100e-01,1.504289926e-04,1.462545699e-01,1.023966436e-01,1.023684898e-01,1.023602883e-01,8.950855341e-05,8.741356186e-02,1.022238293e-01,1.022107048e-01,1.022035522e-01,6.113065817e-05,5.980079068e-02,4.575733306e-04,7.704644718e-05,6.244026040e-01,31.542794,31.596119,31.596119,-1,-1,-1.000e+00,1.337466130e-01,2.639989980e-04,4.714014160e-01,4.567765,1.462319992e-04,2.172838200e-05,3.109142,3.001392022e-04,7.238809314e-05,4.544451,1.120212917e-05,1.278863883e-06,3.138299508e-05,6.783687160e-01,0.000000000e+00,3.167230025e-04,0.000000000e+00,1.303119426e+00,1.884149970e-04,row,0.000000000e+00,0,-1.000000000e+00,0.000000000e+00,-1.000000
cublas,double,local,local,28416,9472,8,1,1,1,20,3.698000000e-07,5.434997312e-07,1.028562577e-01,1.556979730e-04,2.895142000e-04,1.672791409e-04,1.031461417e-01,1.029794250e-01,1.029484980e-01,3.182747500e-04,3.085668012e-01,1.024980047e-01,1.024172924e-01,1.024088732e-01,1.669869051e-04,1.629172251e-01,1.022081207e-01,1.022079048e-01,1.022013779e-01,4.554696811e-06,4.456296407e-03,6.481369725e-04,1.553625065e-04,6.338506850e-01,42.015468,42.134633,42.134633,-1,-1,-1.000e+00,1.342570540e-01,3.226809931e-04,4.805624670e-01,4.480689,2.062255993e-04,4.917978784e-05,2.939538,4.299648002e-04,1.584268783e-04,4.229704,1.194657293e-05,1.530096970e-06,2.804900578e-05,6.792283740e-01,0.000000000e+00,3.916499991e-04,0.000000000e+00,1.313498758e+00,1.829310058e-04,row,0.000000000e+00,0,-1.000000000e+00,0.000000000e+00,-1.000000
cublas,double,local,local,28416,9472,20,1,1,1,20,4.617500000e-07,6.044067883e-07,1.035922708e-01,2.417827720e-04,5.662018000e-04,3.506518866e-05,1.041589343e-01,1.039875300e-01,1.039434650e-01,2.686510538e-04,2.579241576e-01,1.027970957e-01,1.027687666e-01,1.027506972e-01,6.617191519e-05,6.437138594e-02,1.022304321e-01,1.022159843e-01,1.022082901e-01,5.831254189e-05,5.704029679e-02,1.361838621e-03,2.191662784e-04,6.280004960e-01,104.733057,105.313593,105.313593,-1,-1,-1.000e+00,1.337752280e-01,3.254190087e-04,4.751183250e-01,4.532031,4.211552024e-04,1.220822496e-04,3.598483,9.280607969e-04,2.088327135e-04,4.898989,1.262262185e-05,1.140567217e-06,2.553100057e-05,6.733422140e-01,0.000000000e+00,1.000105010e-03,0.000000000e+00,1.302368346e+00,2.069759939e-04,row,0.000000000e+00,0,-1.000000000e+00,0.000000000e+00,-1.000000
cublas,double,local,local,28416,9472,32,1,1,1,20,4.634000000e-07,6.544938905e-07,1.043942622e-01,2.331515152e-04,9.930123000e-04,1.039974244e-04,1.053877379e-01,1.052483620e-01,1.051697670e-01,2.454669337e-04,2.329179264e-01,1.032073913e-01,1.031602515e-01,1.031423588e-01,1.026791573e-04,9.948818200e-02,1.022139156e-01,1.022147522e-01,1.022027206e-01,5.654075356e-06,5.531610173e-03,2.180346516e-03,2.335259272e-04,6.294613190e-01,166.906714,168.528976,168.528976,-1,-1,-1.000e+00,1.333328410e-01,3.414279927e-04,4.766877410e-01,4.517110,5.799104035e-04,2.384325940e-05,4.181391,1.587463975e-03,2.376735865e-04,4.582464,1.297213740e-05,1.362603429e-06,3.203499364e-05,6.773852580e-01,0.000000000e+00,8.702040068e-04,0.000000000e+00,1.307748816e+00,2.026069997e-04,row,0.000000000e+00,0,-1.000000000e+00,0.000000000e+00,-1.000000
