kernel,scalar,a_mode,x_mode,M,N,k,P,pr,pc,reps,t_bcast_mean_s,t_bcast_std_s,t_local_mean_s,t_local_std_s,t_reduce_mean_s,t_reduce_std_s,t_total_mean_s,t_total_median_s,t_total_min_s,t_total_std_s,t_total_cv_pct,t_official_mean_s,t_official_median_s,t_official_min_s,t_official_std_s,t_official_cv_pct,t_kernel_mean_s,t_kernel_median_s,t_kernel_min_s,t_kernel_std_s,t_kernel_cv_pct,t_transfer_runtime_overhead_mean_s,t_transfer_runtime_overhead_std_s,t_setup_s,gflops,gflops_compute,gflops_kernel,blocks_per_sm,x_rows_per_tile,rel_err,t_setup_device_init_s,t_setup_device_alloc_s,t_setup_h2d_A_s,bw_h2d_A_gbs,t_h2d_X_mean_s,t_h2d_X_std_s,bw_h2d_X_gbs,t_d2h_Y_mean_s,t_d2h_Y_std_s,bw_d2h_Y_gbs,t_launch_overhead_mean_s,t_launch_overhead_std_s,t_prep_alloc_buffers_s,t_prep_gen_A_s,t_prep_distrib_A_s,t_prep_gen_X_s,t_prep_distrib_X_s,t_prep_total_s,t_io_csv_raw_s,x_layout,t_prep_convert_X_s,group_timing,t_local_group_mean_s,t_local_group_std_s,gflops_local_group
cuda_naive(blk128),double,local,local,4096,4096,3,1,1,1,20,4.500000000e-08,7.629582320e-09,6.909749000e-04,2.212875788e-06,8.144650000e-06,4.252282700e-07,6.991645500e-04,6.993255000e-04,6.950610000e-04,2.213854236e-06,3.166428040e-01,6.264728503e-04,6.274084903e-04,6.221060214e-04,2.343362997e-06,3.740565926e-01,6.182832003e-04,6.192319989e-04,6.133760214e-04,2.468974493e-06,3.993274429e-01,7.269169974e-05,2.153191346e-06,1.943478500e-01,160.682615,162.810984,162.810984,-1,-1,-1.000e+00,1.642791450e-01,1.840439945e-04,2.984931400e-02,4.496510,3.472960014e-05,3.749246187e-07,2.830554,2.870720001e-05,2.024866546e-06,3.424367,9.254899588e-06,4.938143444e-07,1.576999784e-05,4.396348300e-02,0.000000000e+00,7.536599878e-05,0.000000000e+00,2.384024690e-01,1.729759970e-04,row,0.000000000e+00,0,-1.000000000e+00,0.000000000e+00,-1.000000
cuda_naive(blk128),double,local,local,4096,4096,6,1,1,1,20,5.010000000e-08,5.580982753e-09,9.196588000e-04,4.450036340e-06,1.830585000e-05,1.107622122e-06,9.380147500e-04,9.362585000e-04,9.310140000e-04,4.676063289e-06,4.985063709e-01,8.164647512e-04,8.159094935e-04,8.116840247e-04,3.086241237e-06,3.780005484e-01,7.981088012e-04,7.980479896e-04,7.935039997e-04,3.057153877e-06,3.830497637e-01,1.215499988e-04,2.709928988e-06,1.730987320e-01,246.583324,252.254569,252.254569,-1,-1,-1.000e+00,1.430606240e-01,1.936249901e-04,2.980873799e-02,4.502630,6.255999990e-05,5.095729638e-07,3.142711,4.966399949e-05,2.411906196e-06,3.958763,9.325999366e-06,5.047758853e-07,5.206700007e-05,4.344693800e-02,0.000000000e+00,1.477780024e-04,0.000000000e+00,2.167455150e-01,1.759589941e-04,row,0.000000000e+00,0,-1.000000000e+00,0.000000000e+00,-1.000000
cuda_naive(blk128),double,local,local,4096,4096,8,1,1,1,20,7.395000000e-08,1.137159434e-08,1.211334100e-03,4.139025157e-06,2.723710000e-05,8.588301652e-07,1.238645150e-03,1.238090000e-03,1.231496000e-03,4.610819910e-06,3.722470402e-01,1.086067854e-03,1.086325005e-03,1.083994954e-03,1.327228837e-06,1.222049646e-01,1.058756804e-03,1.058704019e-03,1.057504058e-03,7.364217819e-07,6.955532931e-02,1.525772955e-04,3.756634625e-06,1.736571330e-01,247.162693,253.538353,253.538353,-1,-1,-1.000e+00,1.433373800e-01,1.946280099e-04,3.008772699e-02,4.460880,8.123039976e-05,7.223985004e-07,3.227166,6.183679998e-05,3.705597545e-06,4.239288,9.510095797e-06,6.269605134e-07,2.775300527e-05,4.241278500e-02,0.000000000e+00,1.794420095e-04,0.000000000e+00,2.162771130e-01,1.796799916e-04,row,0.000000000e+00,0,-1.000000000e+00,0.000000000e+00,-1.000000
cuda_naive(blk128),double,local,local,4096,4096,20,1,1,1,20,1.375500000e-07,1.796040967e-08,2.772195600e-03,8.226471600e-06,7.529230000e-05,1.472968792e-06,2.847625450e-03,2.848372000e-03,2.833791000e-03,8.646815510e-06,3.036500292e-01,2.494106655e-03,2.494895503e-03,2.486635960e-03,5.513693602e-06,2.210688781e-01,2.418676805e-03,2.419600010e-03,2.412575960e-03,4.858137752e-06,2.008593187e-01,3.535187945e-04,6.451008951e-06,1.740926000e-01,269.069744,277.461064,277.461064,-1,-1,-1.000e+00,1.440782820e-01,1.735459955e-04,2.980350300e-02,4.503421,1.950560004e-04,1.839270459e-06,3.359856,1.487199992e-04,6.038483213e-06,4.406670,9.742794958e-06,6.665321347e-07,2.362900705e-05,4.323757700e-02,0.000000000e+00,4.204939905e-04,0.000000000e+00,2.177743000e-01,1.862530044e-04,row,0.000000000e+00,0,-1.000000000e+00,0.000000000e+00,-1.000000
cuda_naive(blk128),double,local,local,4096,4096,32,1,1,1,20,1.204000000e-07,2.434272831e-08,4.321507350e-03,1.951880315e-04,1.195975000e-04,1.220030176e-06,4.441225250e-03,4.397324000e-03,4.380268000e-03,1.960429967e-04,4.414164688e+00,3.850287489e-03,3.849590511e-03,3.844578085e-03,4.271295112e-06,1.109344464e-01,3.730569589e-03,3.731168032e-03,3.725440025e-03,3.866598173e-06,1.036463221e-01,5.909377609e-04,1.939084389e-04,1.714116060e-01,278.873156,287.822489,287.822489,-1,-1,-1.000e+00,1.418571530e-01,1.743720059e-04,2.934503900e-02,4.573779,3.080719963e-04,3.457508971e-06,3.403672,2.725424029e-04,1.949421160e-04,3.847387,1.032336170e-05,8.567687572e-07,3.387100878e-05,4.220794600e-02,0.000000000e+00,6.469520013e-04,0.000000000e+00,2.143003750e-01,1.802649931e-04,row,0.000000000e+00,0,-1.000000000e+00,0.000000000e+00,-1.000000
