"kernel","tile_granularity","scalar","a_mode","x_mode","M","N","k","P","pr","pc","rep","t_bcast_s","t_local_s","t_reduce_s","t_total_s","t_official_s","t_kernel_s","t_transfer_runtime_overhead_s","gflops","gflops_compute","gflops_kernel","t_h2d_X_s","t_d2h_Y_s","t_launch_overhead_s","x_layout","group_timing","t_local_group_s","gflops_local_group"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","8","1","1","1","15","8.499999993e-08","1.289331800e-02","1.185590000e-04","1.301196200e-02","1.246133161e-02","1.234268761e-02","5.506303932e-04","344.663591","347.976667","347.976667","3.072640002e-04","2.333119959e-04","1.005439715e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","8","1","1","1","16","1.259999998e-07","1.291445500e-02","1.206630000e-04","1.303524400e-02","1.246389336e-02","1.234310436e-02","5.713506375e-04","344.592751","347.964918","347.964918","3.094399869e-04","2.516799867e-04","1.023066385e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","8","1","1","1","17","1.579999998e-07","1.289136400e-02","1.193130000e-04","1.301083500e-02","1.246036665e-02","1.234089565e-02","5.504683472e-04","344.690282","348.027195","348.027195","3.070720136e-04","2.339520007e-04","9.444332875e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","8","1","1","1","18","1.580000002e-07","1.289087700e-02","1.193680000e-04","1.301040300e-02","1.245987806e-02","1.234035206e-02","5.505249416e-04","344.703799","348.042526","348.042526","3.077439964e-04","2.323839962e-04","1.039694896e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","8","1","1","1","19","1.510000001e-07","1.288639000e-02","1.203850000e-04","1.300692600e-02","1.246300045e-02","1.234246445e-02","5.439255530e-04","344.617439","347.982959","347.982959","3.043519855e-04","2.288960069e-04","1.067756058e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","8","1","1","1","20","1.409999999e-07","1.289238000e-02","1.202120000e-04","1.301273300e-02","1.246403338e-02","1.234368038e-02","5.486996182e-04","344.588879","347.948680","347.948680","3.073279858e-04","2.312320024e-04","1.013963008e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","20","1","1","1","1","1.410000001e-07","3.194207900e-02","3.041540000e-04","3.224637400e-02","3.113866275e-02","3.083436775e-02","1.107711248e-03","344.825927","348.228909","348.228909","5.925760269e-04","5.041599870e-04","1.097523404e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","20","1","1","1","2","2.250000000e-07","3.193763800e-02","3.185940000e-04","3.225645700e-02","3.113043590e-02","3.081161690e-02","1.126021102e-03","344.917054","348.486036","348.486036","5.931199789e-04","5.225600004e-04","1.034112309e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","20","1","1","1","3","2.420000000e-07","3.197194700e-02","3.023490000e-04","3.227453800e-02","3.113004652e-02","3.082745552e-02","1.144491479e-03","344.921368","348.306990","348.306990","6.051200032e-04","5.272639990e-04","1.210747716e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","20","1","1","1","4","1.390000002e-07","3.193035000e-02","3.060800000e-04","3.223656900e-02","3.113629903e-02","3.083008003e-02","1.100269968e-03","344.852104","348.277339","348.277339","5.997120142e-04","4.900160134e-04","1.054194007e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","20","1","1","1","5","2.049999999e-07","3.192958100e-02","3.000030000e-04","3.222978900e-02","3.114500895e-02","3.084480095e-02","1.084780051e-03","344.755664","348.111121","348.111121","5.939840078e-04","4.792959988e-04","1.150004426e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","20","1","1","1","6","8.900000026e-08","3.191280200e-02","3.009150000e-04","3.221380600e-02","3.113098866e-02","3.082998466e-02","1.082817335e-03","344.910930","348.278417","348.278417","5.942080021e-04","4.776000082e-04","1.100932474e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","20","1","1","1","7","2.070000000e-07","3.189827400e-02","2.984280000e-04","3.219690900e-02","3.111114644e-02","3.081251144e-02","1.085762556e-03","345.130909","348.475919","348.475919","6.087039709e-04","4.661119878e-04","1.094659717e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","20","1","1","1","8","1.439999999e-07","3.190200500e-02","3.030860000e-04","3.220523500e-02","3.112860651e-02","3.082537651e-02","1.076628489e-03","344.937324","348.330481","348.330481","5.907199979e-04","4.759039879e-04","1.000450361e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","20","1","1","1","9","1.270000003e-07","3.190229900e-02","3.026320000e-04","3.220505800e-02","3.114163954e-02","3.083888054e-02","1.063418461e-03","344.792965","348.177951","348.177951","5.864639878e-04","4.658240080e-04","1.113046524e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","20","1","1","1","10","1.350000001e-07","3.188167300e-02","3.004390000e-04","3.218224700e-02","3.111938923e-02","3.081881523e-02","1.062857769e-03","345.039492","348.404640","348.404640","5.864959955e-04","4.653759897e-04","1.098578348e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","20","1","1","1","11","1.150000000e-07","3.592982900e-02","3.095990000e-04","3.623954300e-02","3.113579432e-02","3.082608032e-02","5.103748678e-03","344.857694","348.322528","348.322528","5.867840052e-04","4.506175995e-03","1.078867770e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","20","1","1","1","12","1.230000002e-07","3.196755700e-02","3.047470000e-04","3.227242700e-02","3.113687073e-02","3.083200073e-02","1.135556268e-03","344.845772","348.255643","348.255643","5.975040197e-04","5.275200009e-04","1.053224691e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","20","1","1","1","13","1.219999999e-07","3.192530500e-02","3.070330000e-04","3.223246000e-02","3.113179527e-02","3.082464027e-02","1.100664726e-03","344.901993","348.338801","348.338801","5.954239964e-04","4.935680032e-04","1.167272633e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","20","1","1","1","14","1.629999997e-07","3.190198900e-02","3.122800000e-04","3.221443200e-02","3.112789939e-02","3.081545639e-02","1.086532610e-03","344.945160","348.442616","348.442616","5.855680108e-04","4.903039932e-04","1.066060559e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","20","1","1","1","15","1.090000001e-07","3.189358400e-02","3.035460000e-04","3.219723900e-02","3.112125525e-02","3.081760025e-02","1.075983750e-03","345.018803","348.418376","348.418376","5.884479880e-04","4.760000110e-04","1.153575075e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","20","1","1","1","16","7.399999991e-08","3.190061400e-02","3.011920000e-04","3.220188000e-02","3.111332922e-02","3.081206322e-02","1.088550783e-03","345.106696","348.480988","348.480988","5.967040062e-04","4.815999866e-04","1.024679009e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","20","1","1","1","17","1.790000002e-07","3.188438900e-02","2.994050000e-04","3.218397300e-02","3.112255916e-02","3.082297516e-02","1.061413841e-03","345.004348","348.357619","348.357619","5.924159884e-04","4.587840140e-04","1.021383888e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","20","1","1","1","18","9.400000023e-08","3.187116200e-02","3.228660000e-04","3.219412200e-02","3.113268862e-02","3.080972862e-02","1.061433378e-03","344.892096","348.507394","348.507394","5.897279978e-04","4.616959989e-04","1.000938088e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","20","1","1","1","19","5.180000002e-07","3.189710800e-02","3.105870000e-04","3.220821300e-02","3.113795208e-02","3.082684708e-02","1.070260924e-03","344.833797","348.313865","348.313865","5.906879902e-04","4.660480022e-04","1.352493115e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","20","1","1","1","20","9.700000003e-08","3.245872000e-02","3.101120000e-04","3.276892900e-02","3.113747379e-02","3.082726479e-02","1.631455214e-03","344.839094","348.309145","348.309145","1.150496006e-03","4.691840112e-04","1.177519700e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","32","1","1","1","1","1.800000000e-07","5.554199100e-02","5.296060000e-04","5.607177700e-02","5.425333870e-02","5.372355270e-02","1.818438296e-03","316.660128","319.782820","319.782820","9.609280229e-04","8.459519744e-04","1.155829889e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","32","1","1","1","2","1.789999999e-07","5.555756900e-02","5.155270000e-04","5.607327500e-02","5.425820249e-02","5.374249649e-02","1.815072510e-03","316.631742","319.670099","319.670099","9.791359901e-04","8.240960240e-04","1.184049534e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","32","1","1","1","3","2.050000001e-07","5.554631900e-02","5.088010000e-04","5.605532500e-02","5.424734066e-02","5.373833466e-02","1.807984344e-03","316.695141","319.694856","319.694856","9.702399969e-04","8.259519935e-04","1.179235386e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","32","1","1","1","4","1.429999998e-07","5.553758500e-02","5.608470000e-04","5.609857500e-02","5.426530900e-02","5.370431900e-02","1.833266000e-03","316.590277","319.897347","319.897347","9.746879935e-04","8.472639918e-04","1.131401440e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","32","1","1","1","5","1.500000000e-07","5.556665400e-02","5.199320000e-04","5.608673600e-02","5.423444891e-02","5.371436691e-02","1.852287087e-03","316.770420","319.837507","319.837507","9.950079918e-04","8.439360261e-04","1.334306927e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","32","1","1","1","6","2.040000000e-07","5.551762300e-02","5.208940000e-04","5.603872100e-02","5.422039304e-02","5.369929504e-02","1.818327956e-03","316.852539","319.927276","319.927276","9.747840166e-04","8.311359882e-04","1.240795121e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","32","1","1","1","7","2.020000003e-07","5.558538800e-02","5.168300000e-04","5.610242000e-02","5.425440917e-02","5.373737717e-02","1.848010833e-03","316.653880","319.700553","319.700553","1.000031948e-03","8.358399868e-04","1.213889836e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","32","1","1","1","8","1.660000000e-07","5.551721000e-02","5.173810000e-04","5.603475700e-02","5.421057068e-02","5.369302368e-02","1.824186318e-03","316.909949","319.964644","319.964644","9.725760221e-04","8.395199776e-04","1.209031864e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","32","1","1","1","9","2.439999998e-07","5.551842100e-02","5.541630000e-04","5.607282800e-02","5.426880825e-02","5.371440125e-02","1.804019755e-03","316.569863","319.837302","319.837302","9.695680141e-04","8.169919848e-04","1.745975589e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","32","1","1","1","10","1.990000000e-07","5.552776200e-02","5.204280000e-04","5.604838900e-02","5.421601961e-02","5.369539261e-02","1.832369391e-03","316.878098","319.950527","319.950527","9.779840112e-04","8.408960104e-04","1.348936979e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","32","1","1","1","11","2.229999998e-07","5.645404400e-02","1.456157000e-03","5.791042400e-02","5.519935714e-02","5.374297714e-02","2.711066858e-03","311.233139","319.667240","319.667240","9.787520170e-04","1.718752027e-03","1.356281409e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","32","1","1","1","12","1.095000000e-06","5.641761200e-02","5.227760000e-04","5.694148300e-02","5.424940735e-02","5.372553635e-02","2.692075654e-03","316.683076","319.771013","319.771013","1.859135985e-03","8.210560083e-04","1.188365985e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","32","1","1","1","13","2.269999997e-07","5.549406700e-02","5.134350000e-04","5.600772900e-02","5.422822346e-02","5.371456146e-02","1.779505538e-03","316.806786","319.836348","319.836348","9.620800018e-04","8.046399951e-04","1.278554067e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","32","1","1","1","14","1.870000004e-07","5.549612400e-02","5.120870000e-04","5.600839800e-02","5.422184202e-02","5.370956802e-02","1.786555976e-03","316.844071","319.866084","319.866084","9.612799883e-04","8.128960133e-04","1.237997477e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","32","1","1","1","15","1.809999999e-07","5.554092500e-02","5.180830000e-04","5.605918900e-02","5.424047012e-02","5.372220612e-02","1.818718884e-03","316.735256","319.790836","319.790836","9.915840030e-04","8.154240251e-04","1.171085625e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","32","1","1","1","16","1.990000000e-07","5.644088600e-02","1.592077000e-03","5.803316200e-02","5.535326614e-02","5.376099014e-02","2.679895857e-03","310.367759","319.560133","319.560133","9.598399997e-04","1.706591964e-03","1.346389373e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","32","1","1","1","17","9.219999999e-07","5.636327400e-02","5.098590000e-04","5.687405500e-02","5.420998068e-02","5.369919968e-02","2.664074323e-03","316.913398","319.927844","319.927844","1.850687981e-03","8.015360236e-04","1.185031922e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","32","1","1","1","18","2.790000000e-07","5.563030300e-02","7.287260000e-04","5.635930800e-02","5.448381915e-02","5.375481415e-02","1.875488852e-03","315.320575","319.596848","319.596848","9.667199850e-04","8.967360258e-04","1.203284123e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","32","1","1","1","19","2.310000000e-07","5.561966200e-02","5.529390000e-04","5.617283200e-02","5.428020934e-02","5.372703934e-02","1.892622663e-03","316.503370","319.762068","319.762068","9.977920055e-04","8.832640052e-04","1.156665212e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g8)","8","double","local","local","16384","16384","32","1","1","1","20","1.809999999e-07","5.552643300e-02","5.540070000e-04","5.608062100e-02","5.425617241e-02","5.370198441e-02","1.824448594e-03","316.643590","319.911254","319.911254","9.797440171e-04","8.327360153e-04","1.196856204e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","3","1","1","1","1","1.750000000e-07","5.975743000e-03","4.418200000e-05","6.020100000e-03","5.801413236e-03","5.757056236e-03","2.186867637e-04","277.624205","279.763245","279.763245","1.180799976e-04","9.126400203e-05","9.342764109e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","3","1","1","1","2","1.690000000e-07","5.975511000e-03","4.491500000e-05","6.020595000e-03","5.804508210e-03","5.759424210e-03","2.160867904e-04","277.476175","279.648221","279.648221","1.187840030e-04","8.876799792e-05","8.534789525e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","3","1","1","1","3","1.430000001e-07","5.975549000e-03","4.519200000e-05","6.020884000e-03","5.800854867e-03","5.755519867e-03","2.200291331e-04","277.650928","279.837925","279.837925","1.184960008e-04","9.244800359e-05","9.085128700e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","3","1","1","1","4","1.650000001e-07","5.972804000e-03","4.359900000e-05","6.016568000e-03","5.799668198e-03","5.755904198e-03","2.168998023e-04","277.707738","279.819240","279.819240","1.181759983e-04","8.905600011e-05","9.667803864e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","3","1","1","1","5","1.650000001e-07","5.978159000e-03","4.507500000e-05","6.023399000e-03","5.801399782e-03","5.756159782e-03","2.219992176e-04","277.624849","279.806815","279.806815","1.185920015e-04","9.324800223e-05","1.015921386e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","3","1","1","1","6","1.630000002e-07","5.969219000e-03","4.421500000e-05","6.013597000e-03","5.801210123e-03","5.756832123e-03","2.123868772e-04","277.633925","279.774136","279.774136","1.172479987e-04","8.569599688e-05","9.442881602e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","3","1","1","1","7","1.650000001e-07","5.971192000e-03","4.396100000e-05","6.015318000e-03","5.797758069e-03","5.753632069e-03","2.175599314e-04","277.799232","279.929741","279.929741","1.186880022e-04","8.985599875e-05","9.015930383e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","3","1","1","1","8","1.629999999e-07","5.986199000e-03","4.369200000e-05","6.030054000e-03","5.808718968e-03","5.764863968e-03","2.213350321e-04","277.275032","279.384344","279.384344","1.180799976e-04","9.356799722e-05","9.687037288e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","3","1","1","1","9","1.700000001e-07","5.983309000e-03","4.496300000e-05","6.028442000e-03","5.809325104e-03","5.764192104e-03","2.191168957e-04","277.246101","279.416908","279.416908","1.176640019e-04","9.100800008e-05","1.044489370e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","3","1","1","1","10","1.660000002e-07","5.970966000e-03","4.445200000e-05","6.015584000e-03","5.795594086e-03","5.750976086e-03","2.199899143e-04","277.902957","280.059022","280.059022","1.190399975e-04","9.145600349e-05","9.493913391e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","3","1","1","1","11","1.590000001e-07","5.968179000e-03","4.406300000e-05","6.012401000e-03","5.793021801e-03","5.748799801e-03","2.193791991e-04","278.026355","280.165042","280.165042","1.181439981e-04","9.100800008e-05","1.022720097e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","3","1","1","1","12","1.640000000e-07","5.969354000e-03","4.571600000e-05","6.015234000e-03","5.796504180e-03","5.750624180e-03","2.187298202e-04","277.859325","280.076160","280.076160","1.183039993e-04","9.084799886e-05","9.577821998e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","3","1","1","1","13","1.630000002e-07","5.974122000e-03","4.471100000e-05","6.018996000e-03","5.797834205e-03","5.752960205e-03","2.211617949e-04","277.795583","279.962433","279.962433","1.178560033e-04","9.334400296e-05","9.961788616e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","3","1","1","1","14","1.619999999e-07","5.977478000e-03","4.451200000e-05","6.022152000e-03","5.800129971e-03","5.755455971e-03","2.220220292e-04","277.685628","279.841032","279.841032","1.190719977e-04","9.318400174e-05","9.766029790e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","3","1","1","1","15","1.459999999e-07","5.966220000e-03","4.480200000e-05","6.011168000e-03","5.797491926e-03","5.752543926e-03","2.136760738e-04","277.811984","279.982692","279.982692","1.178240031e-04","8.684799820e-05","9.004072459e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","3","1","1","1","16","1.420000000e-07","5.973431000e-03","4.475400000e-05","6.018327000e-03","5.803391808e-03","5.758495808e-03","2.149351924e-04","277.529553","279.693307","279.693307","1.181759983e-04","8.646400273e-05","1.029519129e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","3","1","1","1","17","1.420000000e-07","5.976034000e-03","4.518300000e-05","6.021359000e-03","5.804076869e-03","5.758751869e-03","2.172821308e-04","277.496796","279.680871","279.680871","1.184000000e-04","8.944000304e-05","9.442127725e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","3","1","1","1","18","1.419999998e-07","5.946427000e-03","4.486500000e-05","5.991434000e-03","5.770735035e-03","5.725728035e-03","2.206989650e-04","279.100102","281.293964","281.293964","1.178880036e-04","9.270399809e-05","1.010696335e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","3","1","1","1","19","5.000000001e-07","5.931973000e-03","4.473600000e-05","5.977209000e-03","5.758355984e-03","5.713119984e-03","2.188530163e-04","279.700099","281.914740","281.914740","1.177280024e-04","9.219200164e-05","8.933012317e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","3","1","1","1","20","1.430000001e-07","5.928074000e-03","4.428000000e-05","5.972497000e-03","5.758758918e-03","5.714335918e-03","2.137380816e-04","279.680528","281.854753","281.854753","1.182079986e-04","8.502399921e-05","1.050608379e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","6","1","1","1","1","2.079999999e-07","1.033694300e-02","8.943000000e-05","1.042658100e-02","1.000275827e-02","9.913120270e-03","4.238227302e-04","322.033722","324.945666","324.945666","2.298559994e-04","1.838400066e-04","1.012672428e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","6","1","1","1","2","1.980000002e-07","1.034520200e-02","8.927100000e-05","1.043467100e-02","1.000636487e-02","9.916895866e-03","4.283061336e-04","321.917651","324.821952","324.821952","2.334720045e-04","1.851200014e-04","9.714127638e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","6","1","1","1","3","1.850000000e-07","1.034242200e-02","8.908600000e-05","1.043169300e-02","1.000549453e-02","9.916223526e-03","4.261984740e-04","321.945653","324.843975","324.843975","2.315199971e-04","1.842879951e-04","1.039048178e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","6","1","1","1","4","1.680000001e-07","1.033705000e-02","9.036100000e-05","1.042757900e-02","1.000470499e-02","9.914175987e-03","4.228740128e-04","321.971060","324.911064","324.911064","2.316479981e-04","1.814720035e-04","9.754011202e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","6","1","1","1","5","1.520000001e-07","1.033116700e-02","8.872600000e-05","1.042004500e-02","1.000091013e-02","9.912032127e-03","4.191348726e-04","322.093233","324.981339","324.981339","2.309119999e-04","1.789119989e-04","9.310873811e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","6","1","1","1","6","1.800000002e-07","1.034006000e-02","9.357900000e-05","1.043381900e-02","1.001711887e-02","9.923359871e-03","4.167001291e-04","321.572052","324.610365","324.610365","2.306880057e-04","1.754560024e-04","1.055612105e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","6","1","1","1","7","1.340000000e-07","1.033831300e-02","9.110100000e-05","1.042954800e-02","1.000838740e-02","9.917152405e-03","4.211605952e-04","321.852596","324.813549","324.813549","2.309119999e-04","1.800319999e-04","1.021659533e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","6","1","1","1","8","1.629999999e-07","1.033772700e-02","9.152300000e-05","1.042941300e-02","1.000899767e-02","9.917311668e-03","4.204153316e-04","321.832973","324.808333","324.808333","2.324800044e-04","1.788800061e-04","9.055321099e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","6","1","1","1","9","1.800000000e-07","1.034595100e-02","8.945700000e-05","1.043558800e-02","1.000851746e-02","9.918880463e-03","4.270705374e-04","321.848414","324.756961","324.756961","2.360640019e-04","1.811839938e-04","9.822541619e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","6","1","1","1","10","1.850000000e-07","1.032929100e-02","8.939600000e-05","1.041887200e-02","9.997613417e-03","9.908032417e-03","4.212585827e-04","322.199443","325.112529","325.112529","2.314559966e-04","1.795520037e-04","1.025058233e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","6","1","1","1","11","1.799999998e-07","1.033304200e-02","9.288700000e-05","1.042610900e-02","1.001031477e-02","9.917247772e-03","4.157942278e-04","321.790627","324.810426","324.810426","2.303359956e-04","1.761280000e-04","9.330232207e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","6","1","1","1","12","1.649999999e-07","1.034111600e-02","8.968800000e-05","1.043096900e-02","1.001074858e-02","9.920895576e-03","4.202204235e-04","321.776683","324.690997","324.690997","2.315199971e-04","1.782079935e-04","1.049243290e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","6","1","1","1","13","1.750000000e-07","1.032499200e-02","9.217300000e-05","1.041734000e-02","1.000518026e-02","9.912832260e-03","4.121597399e-04","321.955766","324.955107","324.955107","2.301439941e-04","1.731840074e-04","8.831738369e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","6","1","1","1","14","1.820000000e-07","1.032696400e-02","8.800400000e-05","1.041515000e-02","1.000584957e-02","9.917663574e-03","4.093004258e-04","321.934229","324.796808","324.796808","2.307199985e-04","1.686719954e-04","9.908431901e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","6","1","1","1","15","1.790000002e-07","1.033021700e-02","9.022600000e-05","1.042062200e-02","1.000765277e-02","9.917247772e-03","4.129692278e-04","321.876223","324.810426","324.810426","2.313919961e-04","1.716800034e-04","9.897228233e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g8)","8","double","local","local","16384","16384","6","1","1","1","16","1.939999998e-07","1.032997900e-02","9.091300000e-05","1.042108600e-02","1.000089895e-02","9.909791946e-03","4.201870536e-04","322.093593","325.054803","325.054803","2.359679937e-04","1.745280027e-04","9.691057114e-06","row","0","-1.000000000e+00","-1.000000"
