"kernel","tile_granularity","scalar","a_mode","x_mode","M","N","k","P","pr","pc","rep","t_bcast_s","t_local_s","t_reduce_s","t_total_s","t_official_s","t_kernel_s","t_transfer_runtime_overhead_s","gflops","gflops_compute","gflops_kernel","t_h2d_X_s","t_d2h_Y_s","t_launch_overhead_s","x_layout","group_timing","t_local_group_s","gflops_local_group"
"cuda_warp_smem(blk192)(g1)","1","double","local","local","16384","16384","32","1","1","1","13","1.119999999e-07","6.892013800e-02","5.062350000e-04","6.942648500e-02","6.762746364e-02","6.712111664e-02","1.799021362e-03","254.036870","255.953268","255.953268","9.687359929e-04","8.197119832e-04","1.057338570e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)(g1)","1","double","local","local","16384","16384","32","1","1","1","14","1.500000000e-07","7.024085700e-02","5.124050000e-04","7.075341200e-02","6.896196448e-02","6.844940948e-02","1.791447515e-03","249.120937","250.986375","250.986375","9.579520226e-04","8.214719892e-04","1.202350343e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)(g1)","1","double","local","local","16384","16384","32","1","1","1","15","7.499999999e-08","6.910026900e-02","5.093810000e-04","6.960972500e-02","6.781521924e-02","6.730576324e-02","1.794505755e-03","253.333534","255.251086","255.251086","9.583039880e-04","8.252480030e-04","1.095376439e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)(g1)","1","double","local","local","16384","16384","32","1","1","1","16","4.959999997e-07","7.049899700e-02","5.027710000e-04","7.100226400e-02","6.921501322e-02","6.871174622e-02","1.787250784e-03","248.210155","250.028127","250.028127","9.566079974e-04","8.202880025e-04","1.035478427e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)(g1)","1","double","local","local","16384","16384","32","1","1","1","17","1.660000000e-07","7.000400600e-02","9.609540000e-04","7.096512600e-02","6.874304139e-02","6.778192139e-02","2.222084613e-03","249.914302","253.457985","253.457985","9.618560076e-04","1.248576045e-03","1.165256067e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)(g1)","1","double","local","local","16384","16384","32","1","1","1","18","8.020000002e-07","7.083614000e-02","5.107890000e-04","7.134773100e-02","6.872432904e-02","6.821273804e-02","2.623401963e-03","249.982349","251.857200","251.857200","1.802656054e-03","8.091840148e-04","1.156189360e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)(g1)","1","double","local","local","16384","16384","32","1","1","1","19","1.359999997e-07","7.049972200e-02","5.273460000e-04","7.102720400e-02","6.923077485e-02","6.870329285e-02","1.796429153e-03","248.153646","250.058891","250.058891","9.591680169e-04","8.257920146e-04","1.146912181e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)(g1)","1","double","local","local","16384","16384","32","1","1","1","20","1.140000001e-07","7.046346500e-02","5.388770000e-04","7.100245600e-02","6.918343833e-02","6.864444733e-02","1.819017673e-03","248.323437","250.273254","250.273254","9.711359739e-04","8.351680040e-04","1.271369537e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","3","1","1","1","1","9.800000011e-08","5.825232000e-03","4.532900000e-05","5.870659000e-03","5.646898901e-03","5.601471901e-03","2.237600991e-04","285.220749","287.533842","287.533842","1.189119965e-04","9.555199742e-05","9.296105153e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","3","1","1","1","2","1.109999999e-07","5.820872000e-03","4.475000000e-05","5.865733000e-03","5.650653046e-03","5.605792046e-03","2.150799544e-04","285.031256","287.312252","287.312252","1.184000000e-04","8.710400015e-05","9.575954220e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","3","1","1","1","3","8.900000026e-08","5.817676000e-03","4.431000000e-05","5.862075000e-03","5.645038820e-03","5.600639820e-03","2.170361799e-04","285.314732","287.576560","287.576560","1.197440028e-04","8.675199747e-05","1.054017961e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","3","1","1","1","4","1.110000003e-07","5.819704000e-03","4.380200000e-05","5.863617000e-03","5.645032995e-03","5.601119995e-03","2.185840049e-04","285.315026","287.551907","287.551907","1.223040000e-04","8.569599688e-05","1.058400804e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","3","1","1","1","5","1.070000000e-07","5.810218000e-03","4.424600000e-05","5.854571000e-03","5.639169208e-03","5.594816208e-03","2.154017921e-04","285.611706","287.875897","287.875897","1.191679984e-04","8.726400137e-05","8.969792312e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","3","1","1","1","6","1.270000001e-07","5.825455000e-03","4.516100000e-05","5.870743000e-03","5.653863821e-03","5.608575821e-03","2.168791791e-04","284.869390","287.169647","287.169647","1.185280010e-04","8.870399743e-05","9.647180633e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","3","1","1","1","7","1.109999999e-07","5.828001000e-03","4.468000000e-05","5.872792000e-03","5.643159168e-03","5.598368168e-03","2.296328321e-04","285.409766","287.693251","287.693251","1.196480021e-04","9.913600236e-05","1.084882767e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","3","1","1","1","8","1.369999998e-07","5.820144000e-03","4.586100000e-05","5.866142000e-03","5.643854045e-03","5.597856045e-03","2.222879552e-04","285.374626","287.719570","287.719570","1.198080033e-04","9.359999746e-05","8.879954464e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","3","1","1","1","9","8.700000009e-08","5.691685000e-03","4.739200000e-05","5.739164000e-03","5.518871155e-03","5.471392155e-03","2.202928453e-04","291.837351","294.369822","294.369822","1.178880036e-04","9.321600199e-05","9.188839731e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","3","1","1","1","10","1.220000001e-07","5.651822000e-03","4.422700000e-05","5.696171000e-03","5.478653237e-03","5.434304237e-03","2.175177626e-04","293.979682","296.378831","296.378831","1.182079986e-04","8.982399851e-05","9.485765550e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","3","1","1","1","11","8.600000001e-08","5.626838000e-03","4.502800000e-05","5.671952000e-03","5.454009969e-03","5.408895969e-03","2.179420306e-04","295.307993","297.771069","297.771069","1.193599999e-04","8.988799900e-05","8.694031716e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","3","1","1","1","12","8.999999990e-08","5.644010000e-03","4.522900000e-05","5.689329000e-03","5.468167225e-03","5.422848225e-03","2.211617754e-04","294.543431","297.004945","297.004945","1.186240017e-04","9.251199663e-05","1.002577699e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","3","1","1","1","13","1.140000001e-07","5.647938000e-03","4.332300000e-05","5.691375000e-03","5.472012993e-03","5.428575993e-03","2.193620074e-04","294.336424","296.691570","296.691570","1.198400036e-04","9.020800143e-05","9.314002431e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","3","1","1","1","14","1.120000002e-07","5.640284000e-03","4.440700000e-05","5.684803000e-03","5.468134932e-03","5.423615932e-03","2.166680675e-04","294.545171","296.962904","296.962904","1.194880009e-04","8.767999709e-05","9.500069579e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","3","1","1","1","15","1.130000000e-07","5.652790000e-03","4.515300000e-05","5.698056000e-03","5.482642022e-03","5.437376022e-03","2.154139777e-04","293.765803","296.211395","296.211395","1.200319976e-04","8.614400029e-05","9.237979808e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","3","1","1","1","16","1.230000000e-07","5.641165000e-03","4.419000000e-05","5.685478000e-03","5.464825199e-03","5.420512199e-03","2.206528006e-04","294.723560","297.132942","297.132942","1.196800023e-04","9.158399701e-05","9.388801255e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","3","1","1","1","17","1.100000000e-07","5.626700000e-03","4.432100000e-05","5.671131000e-03","5.452943115e-03","5.408512115e-03","2.181878845e-04","295.365769","297.792203","297.792203","1.189119965e-04","8.934400231e-05","9.931885731e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","3","1","1","1","18","1.089999999e-07","5.662159000e-03","4.467900000e-05","5.706947000e-03","5.469172117e-03","5.424384117e-03","2.377748829e-04","294.489312","296.920849","296.920849","1.183359995e-04","9.430400282e-05","2.513488050e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","3","1","1","1","19","1.220000001e-07","5.648846000e-03","4.407800000e-05","5.693046000e-03","5.471399841e-03","5.427199841e-03","2.216461595e-04","294.369409","296.766801","296.766801","1.196480021e-04","9.279999882e-05","9.198158546e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","3","1","1","1","20","1.239999998e-07","5.662319000e-03","4.426000000e-05","5.706703000e-03","5.486271856e-03","5.441887856e-03","2.204311445e-04","293.571441","295.965808","295.965808","1.218879968e-04","8.956799656e-05","8.975151116e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","6","1","1","1","1","1.199999999e-07","1.173002500e-02","8.955000000e-05","1.181969500e-02","1.139411813e-02","1.130444813e-02","4.255768723e-04","282.709503","284.952033","284.952033","2.325759977e-04","1.835840046e-04","9.416869903e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","6","1","1","1","2","1.620000001e-07","1.174602600e-02","9.062200000e-05","1.183681000e-02","1.139193623e-02","1.130115223e-02","4.448737707e-04","282.763650","285.035137","285.035137","2.334399968e-04","2.008959949e-04","1.053777895e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","6","1","1","1","3","1.050000000e-07","1.169006900e-02","9.071500000e-05","1.178088900e-02","1.136025970e-02","1.126943970e-02","4.206293027e-04","283.552098","285.837234","285.837234","2.325440049e-04","1.777279973e-04","1.035730051e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","6","1","1","1","4","1.439999999e-07","1.169377100e-02","9.032600000e-05","1.178424100e-02","1.135094993e-02","1.126047993e-02","4.332910729e-04","283.784661","286.064670","286.064670","2.348479927e-04","1.840959936e-04","1.434708664e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","6","1","1","1","5","1.510000001e-07","1.169172800e-02","8.805700000e-05","1.177993600e-02","1.135982398e-02","1.127161598e-02","4.201120179e-04","283.562974","285.782046","285.782046","2.328960001e-04","1.766400039e-04","1.057601388e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","6","1","1","1","6","1.539999999e-07","1.169151200e-02","8.958000000e-05","1.178124600e-02","1.136045353e-02","1.127071953e-02","4.207924718e-04","283.547260","285.804776","285.804776","2.335679978e-04","1.770880073e-04","1.013646666e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","6","1","1","1","7","1.370000000e-07","1.169673500e-02","9.019100000e-05","1.178706300e-02","1.135973623e-02","1.126940823e-02","4.273267740e-04","283.565165","285.838032","285.838032","2.334399968e-04","1.835200042e-04","1.036677300e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","6","1","1","1","8","8.899999981e-08","1.168974300e-02","8.910600000e-05","1.177893800e-02","1.135892271e-02","1.126972771e-02","4.200152931e-04","283.585473","285.829929","285.829929","2.312960029e-04","1.795199960e-04","9.199294179e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","6","1","1","1","9","7.999999996e-08","1.169333500e-02","8.830300000e-05","1.178171800e-02","1.135926275e-02","1.127087975e-02","4.224552545e-04","283.576984","285.800713","285.800713","2.369920015e-04","1.760320067e-04","9.431246242e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","6","1","1","1","10","1.040000002e-07","1.168143200e-02","8.930800000e-05","1.177084400e-02","1.135322025e-02","1.126380825e-02","4.176237496e-04","283.727912","285.980141","285.980141","2.326399982e-04","1.754239947e-04","9.559756715e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","6","1","1","1","11","7.600000007e-08","1.167620700e-02","9.008800000e-05","1.176637100e-02","1.134869176e-02","1.125852776e-02","4.176792443e-04","283.841128","286.114272","286.114272","2.307520062e-04","1.765120029e-04","1.041523514e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","6","1","1","1","12","8.699999987e-08","1.167020000e-02","8.837500000e-05","1.175866200e-02","1.134362996e-02","1.125516796e-02","4.150320389e-04","283.967785","286.199680","286.199680","2.344640046e-04","1.716160029e-04","8.952031326e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","6","1","1","1","13","9.499999987e-08","1.168774700e-02","8.999100000e-05","1.177783300e-02","1.134560587e-02","1.125551987e-02","4.322271331e-04","283.918330","286.190732","286.190732","2.527360022e-04","1.698880047e-04","9.603126189e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","6","1","1","1","14","1.460000001e-07","1.167051800e-02","8.901000000e-05","1.175967400e-02","1.134416374e-02","1.125500774e-02","4.155102562e-04","283.954423","286.203754","286.203754","2.328640074e-04","1.734399945e-04","9.206254356e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","6","1","1","1","15","8.400000007e-08","1.166749900e-02","8.936500000e-05","1.175694800e-02","1.134551341e-02","1.125606441e-02","4.114345850e-04","283.920644","286.176887","286.176887","2.297919989e-04","1.717759967e-04","9.866589474e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","6","1","1","1","16","1.099999998e-07","1.166044000e-02","9.484700000e-05","1.175539700e-02","1.134961284e-02","1.125465584e-02","4.057841620e-04","283.818093","286.212703","286.212703","2.297279984e-04","1.664000005e-04","9.656163158e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","6","1","1","1","17","7.699999993e-08","1.167015500e-02","8.959200000e-05","1.175982400e-02","1.134502865e-02","1.125535965e-02","4.147953503e-04","283.932775","286.194806","286.194806","2.307839990e-04","1.742720008e-04","9.739350586e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","6","1","1","1","18","1.039999999e-07","1.166961200e-02","9.207000000e-05","1.176178600e-02","1.135031838e-02","1.125814438e-02","4.114676213e-04","283.800451","286.124015","286.124015","2.316479981e-04","1.691520065e-04","1.066761674e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","6","1","1","1","19","1.390000000e-07","1.167352500e-02","9.045300000e-05","1.176411700e-02","1.134524784e-02","1.125465584e-02","4.188691620e-04","283.927290","286.212703","286.212703","2.339199930e-04","1.745599955e-04","1.038917341e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","6","1","1","1","20","1.070000000e-07","1.166978800e-02","9.266800000e-05","1.176256300e-02","1.134707893e-02","1.125430393e-02","4.154840678e-04","283.881472","286.221653","286.221653","2.297919989e-04","1.752319932e-04","1.046007575e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","8","1","1","1","1","2.630000000e-07","1.942355100e-02","1.232000000e-04","1.954701400e-02","1.896720728e-02","1.884374428e-02","5.798067220e-04","226.441734","227.925365","227.925365","3.086400032e-04","2.616319954e-04","9.534723402e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","8","1","1","1","2","2.859999999e-07","1.940998600e-02","1.203030000e-04","1.953057500e-02","1.896590112e-02","1.884531212e-02","5.646738815e-04","226.457328","227.906403","227.906403","3.096640110e-04","2.445439994e-04","1.046587103e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","8","1","1","1","3","2.570000002e-07","1.941171800e-02","1.230680000e-04","1.953504300e-02","1.897042812e-02","1.884710312e-02","5.646148811e-04","226.403288","227.884745","227.884745","3.050560057e-04","2.485439926e-04","1.101488275e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","8","1","1","1","4","2.550000000e-07","1.941397700e-02","1.203710000e-04","1.953460300e-02","1.896302560e-02","1.884239960e-02","5.715774028e-04","226.491668","227.941631","227.941631","3.199039996e-04","2.408639938e-04","1.080940950e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","8","1","1","1","5","2.740000000e-07","1.939403000e-02","1.209310000e-04","1.951523500e-02","1.895499673e-02","1.883379173e-02","5.602382672e-04","226.587604","228.045810","228.045810","3.071359992e-04","2.419520020e-04","1.115026596e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","8","1","1","1","6","2.480000001e-07","1.938824200e-02","1.181940000e-04","1.950668400e-02","1.894989723e-02","1.883145523e-02","5.567867693e-04","226.648580","228.074105","228.074105","3.108800054e-04","2.365120053e-04","9.394758598e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","8","1","1","1","7","2.260000000e-07","1.939018200e-02","1.219040000e-04","1.951231200e-02","1.895316943e-02","1.883103943e-02","5.591425713e-04","226.609450","228.079141","228.079141","3.074879944e-04","2.402880043e-04","1.136657258e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","8","1","1","1","8","1.800000000e-07","1.938263800e-02","1.197350000e-04","1.950255300e-02","1.894769096e-02","1.882777596e-02","5.548620448e-04","226.674971","228.118675","228.118675","3.116799891e-04","2.324160039e-04","1.076605176e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","8","1","1","1","9","2.080000001e-07","1.940502600e-02","1.197370000e-04","1.952497100e-02","1.895469613e-02","1.883475113e-02","5.702748708e-04","226.591198","228.034194","228.034194","3.068799973e-04","2.528640032e-04","1.053087041e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","8","1","1","1","10","2.209999999e-07","1.939744600e-02","1.230340000e-04","1.952070100e-02","1.895435928e-02","1.883110428e-02","5.663417214e-04","226.595225","228.078355","228.078355","3.129920065e-04","2.424000055e-04","1.094970944e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","8","1","1","1","11","2.600000000e-07","1.939857400e-02","1.184820000e-04","1.951731600e-02","1.895387841e-02","1.883513641e-02","5.634375864e-04","226.600973","228.029530","228.029530","3.089280128e-04","2.431679964e-04","1.134157717e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","8","1","1","1","12","2.660000000e-07","1.938914100e-02","1.193510000e-04","1.950875800e-02","1.895424034e-02","1.883462334e-02","5.545176632e-04","226.596646","228.035741","228.035741","3.092480004e-04","2.344000041e-04","1.086965868e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","8","1","1","1","13","2.130000001e-07","1.938116200e-02","1.177180000e-04","1.949909300e-02","1.894826662e-02","1.883033562e-02","5.508263829e-04","226.668084","228.087666","228.087666","3.057279885e-04","2.343360037e-04","1.076239079e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","8","1","1","1","14","2.260000000e-07","1.937833700e-02","1.202970000e-04","1.949886000e-02","1.894989922e-02","1.882937622e-02","5.489607793e-04","226.648556","228.099287","228.099287","3.078719974e-04","2.316479981e-04","9.440783846e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","8","1","1","1","15","2.459999999e-07","1.939735300e-02","1.202020000e-04","1.951780100e-02","1.895068825e-02","1.883024025e-02","5.671127504e-04","226.639119","228.088821","228.088821","3.072960079e-04","2.489600033e-04","1.085673924e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","8","1","1","1","16","2.559999999e-07","1.938228500e-02","1.183450000e-04","1.950088600e-02","1.894938484e-02","1.883078384e-02","5.515011560e-04","226.654708","228.082237","228.082237","3.102400005e-04","2.307199985e-04","1.054115704e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","8","1","1","1","17","1.740000000e-07","1.938207300e-02","1.196670000e-04","1.950191400e-02","1.895161667e-02","1.883177567e-02","5.502973347e-04","226.628017","228.070224","228.070224","3.061760068e-04","2.342399955e-04","9.881332443e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","8","1","1","1","18","2.150000000e-07","1.937684200e-02","1.187300000e-04","1.949578700e-02","1.894790542e-02","1.882896042e-02","5.478815813e-04","226.672405","228.104324","228.104324","3.082560003e-04","2.302079946e-04","9.417586438e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","8","1","1","1","19","1.730000001e-07","1.937776400e-02","1.212360000e-04","1.949917300e-02","1.894979340e-02","1.882838440e-02","5.493796006e-04","226.649822","228.111303","228.111303","3.055039942e-04","2.344640046e-04","9.411601724e-06","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","8","1","1","1","20","1.720000000e-07","1.938081900e-02","1.236460000e-04","1.950463700e-02","1.895469721e-02","1.883087921e-02","5.499397886e-04","226.591185","228.081081","228.081081","3.046720028e-04","2.344319969e-04","1.083578884e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","20","1","1","1","1","1.280000002e-07","3.887280400e-02","3.198750000e-04","3.919280700e-02","3.807849833e-02","3.775849533e-02","1.114308669e-03","281.981137","284.370925","284.370925","6.104000211e-04","4.926080108e-04","1.130063734e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","20","1","1","1","2","2.280000000e-07","3.887828500e-02","3.168870000e-04","3.919540000e-02","3.808245771e-02","3.776534271e-02","1.112942288e-03","281.951819","284.319364","284.319364","5.936639905e-04","5.072960258e-04","1.198227135e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","20","1","1","1","3","1.020000000e-07","3.881487900e-02","2.992590000e-04","3.911424000e-02","3.803651310e-02","3.773715210e-02","1.077726900e-03","282.292391","284.531758","284.531758","5.952000022e-04","4.700799882e-04","1.244690996e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","20","1","1","1","4","9.200000006e-08","3.879534400e-02","2.994720000e-04","3.909490800e-02","3.802241098e-02","3.772284698e-02","1.072497015e-03","282.397091","284.639657","284.639657","5.892480016e-04","4.728640020e-04","1.038501157e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","20","1","1","1","5","8.899999981e-08","3.881139100e-02","1.724349000e-03","4.053582900e-02","3.945960646e-02","3.773516846e-02","1.076222543e-03","272.111640","284.546715","284.546715","5.928959846e-04","4.720639884e-04","1.126256987e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","20","1","1","1","6","1.100000000e-07","3.880255000e-02","3.046300000e-04","3.910729000e-02","3.802835755e-02","3.772361755e-02","1.078932446e-03","282.352932","284.633843","284.633843","6.007680297e-04","4.637759924e-04","1.438842421e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","20","1","1","1","7","1.249999999e-07","3.882273300e-02","3.037680000e-04","3.912662600e-02","3.804040423e-02","3.773651123e-02","1.086221770e-03","282.263516","284.536590","284.536590","6.040639877e-04","4.704639912e-04","1.169379063e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","20","1","1","1","8","1.380000001e-07","4.182340500e-02","3.082360000e-04","4.213177900e-02","3.802421339e-02","3.771583939e-02","4.107565614e-03","282.383705","284.692543","284.692543","5.998079777e-04","3.496320009e-03","1.143762711e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","20","1","1","1","9","1.480000000e-07","3.887998300e-02","3.015390000e-04","3.918167000e-02","3.805071044e-02","3.774902344e-02","1.130959562e-03","282.187063","284.442279","284.442279","5.976319909e-04","5.226240158e-04","1.070355578e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","20","1","1","1","10","1.169999999e-07","3.884820700e-02","2.996940000e-04","3.914801800e-02","3.804912435e-02","3.774931335e-02","1.098893646e-03","282.198826","284.440094","284.440094","6.058239937e-04","4.820800126e-04","1.098963927e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","20","1","1","1","11","9.999999984e-08","3.879061500e-02","2.963550000e-04","3.908707000e-02","3.800189552e-02","3.770544052e-02","1.085174479e-03","282.549544","284.771059","284.771059","6.116480231e-04","4.626879990e-04","1.083845662e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","20","1","1","1","12","1.099999998e-07","3.880442300e-02","2.952170000e-04","3.909975000e-02","3.802569657e-02","3.773036957e-02","1.074053432e-03","282.372690","284.582907","284.582907","5.984640121e-04","4.646080136e-04","1.098140635e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","20","1","1","1","13","2.040000000e-07","3.881957500e-02","3.034210000e-04","3.912320000e-02","3.803757657e-02","3.773395157e-02","1.085623431e-03","282.284499","284.555892","284.555892","6.197119951e-04","4.550400078e-04","1.087142844e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","20","1","1","1","14","1.629999997e-07","3.933474600e-02","3.097240000e-04","3.964463300e-02","3.801865394e-02","3.770876694e-02","1.625979063e-03","282.424997","284.745939","284.745939","5.949440002e-04","1.018399954e-03","1.263510866e-05","row","0","-1.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","20","1","1","1","15","1.100000002e-07","3.939681100e-02","2.992080000e-04","3.969612900e-02","3.802104728e-02","3.772172928e-02","1.675081721e-03","282.407219","284.648091","284.648091","1.167840004e-03","4.957439899e-04","1.149772752e-05","row","0","-1.000000000e+00","-1.000000"
